年月,區域別,人口數,人口密度
102.5,新化區,43938,708.0162235589668
102.5,善化區,44828,810.4907457462253
102.5,新市區,35248,737.2577892306148
102.5,安定區,30323,969.7153821554206
102.5,山上區,7642,274.1229643446445
102.5,玉井區,14981,196.1731760909931
102.5,楠西區,10238,93.3854837473867
102.5,南化區,8833,51.4984275867859
102.5,左鎮區,5234,69.87750742632088
102.5,仁德區,71627,1410.9135176021937
102.5,歸仁區,66959,1200.1692020081985
102.5,關廟區,35215,656.4904280843306
102.5,龍崎區,4320,67.41425749125331
102.5,永康區,225432,5597.2767428175575
102.5,東區,192571,14354.259220608845
102.5,南區,125672,4608.755285480103
102.5,北區,132127,12663.120567375887
102.5,安南區,183690,1713.5005447679885
102.5,安平區,64363,5816.126437924148
102.5,中西區,78866,12598.402555910543
102.4,總計,1882475,858.9292712427892
102.4,新營區,78664,2041.174303166176
102.4,鹽水區,26606,509.24960044405736
102.4,白河區,30451,240.9010431582395
102.4,柳營區,22069,360.0580165076216
102.4,後壁區,25128,347.9421591854763
102.4,東山區,22423,179.50204054186034
102.4,麻豆區,45391,840.9727574553862
102.4,下營區,25456,759.2210945119315
102.4,六甲區,23341,345.5514744526412
102.4,官田區,21840,308.4950554627214
102.4,大內區,10479,149.03466666666668
102.4,佳里區,59313,1523.1034712984886
102.4,學甲區,27405,507.57613642046306
102.4,西港區,24980,739.7842838781519
102.4,七股區,24160,219.33886038209994
102.4,將軍區,20917,498.2658243527809
102.4,北門區,12000,272.106992469439
102.4,新化區,43947,708.1612494138539
102.4,善化區,44775,809.5325051482832
102.4,新市區,35221,736.6930490947424
102.4,安定區,30302,969.0438119603454
102.4,山上區,7656,274.6251524499605
102.4,玉井區,14998,196.3957876652236
102.4,楠西區,10243,93.43109103579624
102.4,南化區,8809,51.35850205049213
102.4,左鎮區,5244,70.0110143186142
102.4,仁德區,71556,1409.514954773236
102.4,歸仁區,66881,1198.771134567576
102.4,關廟區,35230,656.7700633653546
102.4,龍崎區,4313,67.30502142587396
102.4,永康區,225220,5592.012970728958
102.4,東區,192750,14367.601896299831
102.4,南區,125722,4610.588929921777
102.4,北區,132176,12667.816752923136
102.4,安南區,183455,1711.3084133072641
102.4,安平區,64358,5815.67461572522
102.4,中西區,78996,12619.169329073482
102.3,總計,1882369,858.8809059243911
102.3,新營區,78703,2042.1862755782513
102.3,鹽水區,26617,509.4601448928616
102.3,白河區,30509,241.35988721929422
102.3,柳營區,22073,360.12327692114417
102.3,後壁區,25153,348.2883289554396
102.3,東山區,22430,179.5580773916928
102.3,麻豆區,45402,841.176557775538
102.3,下營區,25486,760.115839673597
102.3,六甲區,23328,345.3590161531731
102.3,官田區,21855,308.7069339348799
102.3,大內區,10504,149.39022222222223
102.3,佳里區,59303,1522.8466804648942
102.3,學甲區,27413,507.72430679416726
102.3,西港區,24980,739.7842838781519
102.3,七股區,24190,219.61121823853466
102.3,將軍區,20940,498.81370951605066
102.3,北門區,12001,272.1296680521448
102.3,新化區,43915,707.6456019298107
102.3,善化區,44736,808.827384708288
102.3,新市區,35217,736.609383889428
102.3,安定區,30286,968.5321394307643
102.3,山上區,7667,275.0197288184231
102.3,玉井區,15004,196.47435645612848
102.3,楠西區,10248,93.47669832420578
102.3,南化區,8822,51.43429504931792
102.3,左鎮區,5265,70.29137879243015
102.3,仁德區,71441,1407.2496769516847
102.3,歸仁區,66797,1197.2655234776748
102.3,關廟區,35265,657.4225456877443
102.3,龍崎區,4328,67.5390987088297
102.3,永康區,224966,5585.706375868088
102.3,東區,192962,14383.40439488357
102.3,南區,125781,4612.752630362951
102.3,北區,132156,12665.899942495687
102.3,安南區,183224,1709.1535947224668
102.3,安平區,64370,5816.7589890026475
102.3,中西區,79032,12624.920127795527
102.2,總計,1882118,858.7663805006367
102.2,新營區,78587,2039.1763063525918
102.2,鹽水區,26633,509.7663913638495
102.2,白河區,30544,241.63677587682727
102.2,柳營區,22086,360.3353732650927
102.2,後壁區,25201,348.9529749137691
102.2,東山區,22492,180.05440377592305
102.2,麻豆區,45401,841.158030473706
102.2,下營區,25553,762.1141038679833
102.2,六甲區,23348,345.65510584466244
102.2,官田區,21894,309.25781796249186
102.2,大內區,10504,149.39022222222223
102.2,佳里區,59294,1522.6155687146593
102.2,學甲區,27417,507.7983919810194
102.2,西港區,25012,740.731965907139
102.2,七股區,24215,219.83818311889692
102.2,將軍區,20979,499.74273218420376
102.2,北門區,12029,272.7645843679068
102.2,新化區,43887,707.194410381273
102.2,善化區,44679,807.7968240652182
102.2,新市區,35218,736.6303001907567
102.2,安定區,30299,968.9478733610489
102.2,山上區,7682,275.5577875026903
102.2,玉井區,15031,196.82791601520043
102.2,楠西區,10281,93.7777064277088
102.2,南化區,8836,51.51591827882262
102.2,左鎮區,5279,70.4782884416408
102.2,仁德區,71398,1406.4026600271045
102.2,歸仁區,66735,1196.1542391017954
102.2,關廟區,35294,657.9631738977243
102.2,龍崎區,4330,67.5703090132238
102.2,永康區,224625,5577.239648121801
102.2,東區,192966,14383.702555234206
102.2,南區,125890,4616.7499752458
102.2,北區,132209,12670.979490128428
102.2,安南區,183052,1707.5491410575962
102.2,安平區,64375,5817.210811201576
102.2,中西區,78863,12597.923322683706
102.1,總計,1881905,858.6691935872516
102.1,新營區,78535,2037.8270098031583
102.1,鹽水區,26662,510.32146309251516
102.1,白河區,30557,241.73962023533954
102.1,柳營區,22147,361.3305945713125
102.1,後壁區,25224,349.2714511021353
102.1,東山區,22509,180.19049326837327
102.1,麻豆區,45380,840.7689571352345
102.1,下營區,25571,762.6509509649827
102.1,六甲區,23335,345.4626475451944
102.1,官田區,21917,309.5826982864682
102.1,大內區,10514,149.53244444444445
102.1,佳里區,59306,1522.9237177149726
102.1,學甲區,27440,508.22438180541894
102.1,西港區,25021,740.9985014777917
102.1,七股區,24223,219.91081188061287
102.1,將軍區,20993,500.0762275009767
102.1,北門區,12054,273.33147393555146
102.1,新化區,43902,707.4361201394182
102.1,善化區,44628,806.87474348984
102.1,新市區,35209,736.4420534787992
102.1,安定區,30278,968.2763031659738
102.1,山上區,7702,276.2751990817132
102.1,玉井區,15033,196.85410561216872
102.1,楠西區,10290,93.85979954684598
102.1,南化區,8836,51.51591827882262
102.1,左鎮區,5287,70.58509395547544
102.1,仁德區,71363,1405.7132276466325
102.1,歸仁區,66680,1195.168422316741
102.1,關廟區,35315,658.3546632911581
102.1,龍崎區,4330,67.5703090132238
102.1,永康區,224399,5571.628268442445
102.1,東區,192953,14382.733534094637
102.1,南區,125979,4620.013862351979
102.1,北區,132285,12678.263369752733
102.1,安南區,182947,1706.5696780645064
102.1,安平區,64346,5814.590242447792
102.1,中西區,78755,12580.670926517572
101.12,總計,1881645,858.5505616741992
101.12,新營區,78475,2036.2701291691965
101.12,鹽水區,26695,510.95309643892773
101.12,白河區,30602,242.095619937882
101.12,柳營區,22160,361.54269091526095
101.12,後壁區,25280,350.046871386853
101.12,東山區,22529,180.35059855360885
101.12,麻豆區,45377,840.7133752297385
101.12,下營區,25612,763.8737693525923
101.12,六甲區,23346,345.62549687551353
101.12,官田區,21912,309.512072129082
101.12,大內區,10537,149.85955555555554
101.12,佳里區,59289,1522.487173297862
101.12,學甲區,27414,507.74282809088027
101.12,西港區,25034,741.3834973020678
101.12,七股區,24225,219.92896907104185
101.12,將軍區,21005,500.3620806296392
101.12,北門區,12083,273.9890658340193
101.12,新化區,43940,708.0484515267194
101.12,善化區,44619,806.7120233883026
101.12,新市區,35187,735.9818948495699
101.12,安定區,30298,968.9158938279501
101.12,山上區,7696,276.0599756080063
101.12,玉井區,15058,197.18147557427238
101.12,楠西區,10272,93.69561330857161
101.12,南化區,8814,51.387653203886664
101.12,左鎮區,5294,70.67854878008077
101.12,仁德區,71270,1403.881307321378
101.12,歸仁區,66655,1194.72032377808
101.12,關廟區,35353,659.0630726697526
101.12,龍崎區,4325,67.49228325223855
101.12,永康區,224303,5569.244673534399
101.12,東區,192972,14384.14979576016
101.12,南區,126018,4621.444105016484
101.12,北區,132233,12673.279662641366
101.12,安南區,182749,1704.7226907061088
101.12,安平區,64348,5814.770971327363
101.12,中西區,78666,12566.453674121407
101.11,總計,1881026,858.2681264658171
101.11,新營區,78481,2036.4258172325926
101.11,鹽水區,26717,511.3741853365362
101.11,白河區,30608,242.14308656488765
101.11,柳營區,22185,361.95056849977726
101.11,後壁區,25278,350.01917780525594
101.11,東山區,22544,180.47067751753553
101.11,麻豆區,45407,841.2691942846978
101.11,下營區,25620,764.1123680623697
101.11,六甲區,23368,345.95119553615183
101.11,官田區,21920,309.62507398089986
101.11,大內區,10542,149.93066666666667
101.11,佳里區,59249,1521.4600099634843
101.11,學甲區,27416,507.77987068430633
101.11,西港區,25041,741.5908027459087
101.11,七股區,24212,219.81094733325347
101.11,將軍區,21044,501.2911032977923
101.11,北門區,12081,273.9437146686077
101.11,新化區,43917,707.6778298975635
101.11,善化區,44566,805.7537827903604
101.11,新市區,35184,735.9191459455841
101.11,安定區,30280,968.3402622321714
101.11,山上區,7703,276.3110696606643
101.11,玉井區,15061,197.2207599697248
101.11,楠西區,10292,93.87804246220979
101.11,南化區,8798,51.29436951302415
101.11,左鎮區,5299,70.74530222622742
101.11,仁德區,71167,1401.8524063159887
101.11,歸仁區,66579,1193.3581042205506
101.11,關廟區,35383,659.6223432318009
101.11,龍崎區,4323,67.46107294784446
101.11,永康區,224060,5563.211198923409
101.11,東區,192909,14379.453770237635
101.11,南區,126068,4623.277749458158
101.11,北區,132241,12674.046386812344
101.11,安南區,182565,1703.0062984134565
101.11,安平區,64360,5815.855344604791
101.11,中西區,78558,12549.201277955272
101.10,總計,1880360,857.9642462577677
101.10,新營區,78498,2036.866933412215
101.10,鹽水區,26702,511.087079269985
101.10,白河區,30622,242.25384202790087
101.10,柳營區,22192,362.0647742234419
101.10,後壁區,25315,350.5315090648016
101.10,東山區,22549,180.51070383884442
101.10,麻豆區,45431,841.7138495286654
101.10,下營區,25628,764.3509667721472
101.10,六甲區,23354,345.7439327521093
101.10,官田區,21911,309.4979468976048
101.10,大內區,10536,149.84533333333334
101.10,佳里區,59245,1521.3572936300466
101.10,學甲區,27396,507.40944475004585
101.10,西港區,25018,740.9096562875742
101.10,七股區,24235,220.01975502318675
101.10,將軍區,21071,501.9342728372829
101.10,北門區,12102,274.41990190542924
101.10,新化區,43916,707.6617159136871
101.10,善化區,44546,805.3921825647219
101.10,新市區,35164,735.5008199190121
101.10,安定區,30266,967.892548768788
101.10,山上區,7703,276.3110696606643
101.10,玉井區,15063,197.2469495666931
101.10,楠西區,10301,93.96013558134698
101.10,南化區,8782,51.20108582216164
101.10,左鎮區,5296,70.70525015853943
101.10,仁德區,71088,1400.296258942923
101.10,歸仁區,66522,1192.3364395524034
101.10,關廟區,35391,659.771482048347
101.10,龍崎區,4309,67.24260081708577
101.10,永康區,223806,5556.904604062539
101.10,東區,192964,14383.553475058887
101.10,南區,126005,4620.967357461649
101.10,北區,132219,12671.937895342151
101.10,安南區,182354,1701.0380442082953
101.10,安平區,64332,5813.325140290793
101.10,中西區,78528,12544.4089456869
101.9,總計,1879644,857.6375522202852
101.9,新營區,78543,2038.0345938876865
101.9,鹽水區,26730,511.62301059421384
101.9,白河區,30615,242.19846429639426
101.9,柳營區,22171,361.72215705244815
101.9,後壁區,25331,350.7530577175781
101.9,東山區,22577,180.73485123817423
101.9,麻豆區,45433,841.7509041323293
101.9,下營區,25654,765.126412578924
101.9,六甲區,23354,345.7439327521093
101.9,官田區,21885,309.1306908791968
101.9,大內區,10538,149.87377777777778
101.9,佳里區,59254,1521.5884053802815
101.9,學甲區,27411,507.6872642007412
101.9,西港區,25030,741.2650370484444
101.9,七股區,24241,220.07422659447369
101.9,將軍區,21090,502.3868736243318
101.9,北門區,12103,274.44257748813504
101.9,新化區,43894,707.3072082684074
101.9,善化區,44486,804.3073818878063
101.9,新市區,35121,734.6014189618821
101.9,安定區,30253,967.4768148385034
101.9,山上區,7715,276.74151660807803
101.9,玉井區,15076,197.417181946987
101.9,楠西區,10298,93.93277120830125
101.9,南化區,8785,51.21857651419836
101.9,左鎮區,5311,70.9055104969794
101.9,仁德區,70981,1398.1885656654797
101.9,歸仁區,66461,1191.2430791180705
101.9,關廟區,35386,659.6782702880057
101.9,龍崎區,4297,67.05533899072117
101.9,永康區,223459,5548.288901634501
101.9,東區,193037,14388.994901458005
101.9,南區,126039,4622.214235681988
101.9,北區,132180,12668.200115008627
101.9,安南區,182116,1698.8179280906256
101.9,安平區,64289,5809.4394693800095
101.9,中西區,78500,12539.936102236423
101.8,總計,1879506,857.5745860510498
101.8,新營區,78584,2039.0984623208938
101.8,鹽水區,26754,512.0823803006957
101.8,白河區,30659,242.5465528944358
101.8,柳營區,22184,361.9342533963966
101.8,後壁區,25326,350.6838237635854
101.8,東山區,22580,180.75886703095955
101.8,麻豆區,45463,842.3067231872888
101.8,下營區,25679,765.8720335469786
101.8,六甲區,23372,346.0104134744497
101.8,官田區,21881,309.0741899532879
101.8,大內區,10569,150.31466666666665
101.8,佳里區,59221,1520.74099562942
101.8,學甲區,27426,507.9650836514366
101.8,西港區,25027,741.1761918582268
101.8,七股區,24307,220.6734138786301
101.8,將軍區,21111,502.8871165994912
101.8,北門區,12120,274.8280623941334
101.8,新化區,43885,707.1621824135203
101.8,善化區,44388,802.5355407821775
101.8,新市區,35112,734.4131722499246
101.8,安定區,30244,967.188999040614
101.8,山上區,7713,276.6697754501758
101.8,玉井區,15085,197.5350351333443
101.8,楠西區,10322,94.15168619266707
101.8,南化區,8780,51.189425360803824
101.8,左鎮區,5313,70.93221187543807
101.8,仁德區,70936,1397.3021526048726
101.8,歸仁區,66469,1191.3864706504419
101.8,關廟區,35399,659.9206208648933
101.8,龍崎區,4288,66.91489262094773
101.8,永康區,223261,5543.372737136657
101.8,東區,193143,14396.896150749873
101.8,南區,126046,4622.470945903821
101.8,北區,132190,12669.15852022235
101.8,安南區,181913,1696.9242996373189
101.8,安平區,64180,5799.589745443373
101.8,中西區,78576,12552.076677316294
101.7,總計,1879022,857.353748182137
101.7,新營區,78648,2040.7591349971196
101.7,鹽水區,26750,512.0058186829488
101.7,白河區,30691,242.799708238466
101.7,柳營區,22213,362.40739139443554
101.7,後壁區,25328,350.7115173451825
101.7,東山區,22619,181.0710723371689
101.7,麻豆區,45475,842.5290508092725
101.7,下營區,25699,766.4685303214223
101.7,六甲區,23390,346.27689419679007
101.7,官田區,21889,309.1871918051057
101.7,大內區,10577,150.42844444444444
101.7,佳里區,59213,1520.5355629625444
101.7,學甲區,27441,508.242903102132
101.7,西港區,25005,740.5246604632981
101.7,七股區,24335,220.92761454463584
101.7,將軍區,21112,502.91093769354643
101.7,北門區,12123,274.89608914225073
101.7,新化區,43926,707.8228557524506
101.7,善化區,44275,800.4924995073197
101.7,新市區,35090,733.9530136206954
101.7,安定區,30252,967.4448353054046
101.7,山上區,7732,277.3513164502475
101.7,玉井區,15126,198.07192187119432
101.7,楠西區,10336,94.2793866002138
101.7,南化區,8785,51.21857651419836
101.7,左鎮區,5309,70.87880911852073
101.7,仁德區,70755,1393.736802294431
101.7,歸仁區,66417,1190.454425690027
101.7,關廟區,35418,660.2748255541906
101.7,龍崎區,4283,66.83686685996248
101.7,永康區,222764,5531.0326676647965
101.7,東區,193363,14413.294970034885
101.7,南區,126048,4622.544291681488
101.7,北區,132194,12669.54188230784
101.7,安南區,181639,1694.368367636304
101.7,安平區,64093,5791.728039182021
101.7,中西區,78709,12573.32268370607
101.6,總計,1878795,857.2501733965106
101.6,新營區,78648,2040.7591349971196
101.6,鹽水區,26789,512.7522944559819
101.6,白河區,30735,243.14779683650752
101.6,柳營區,22259,363.15788614994557
101.6,後壁區,25350,351.01614674275015
101.6,東山區,22620,181.0790776014307
101.6,麻豆區,45527,843.4924705045354
101.6,下營區,25706,766.6773041924775
101.6,六甲區,23403,346.4693524962582
101.6,官田區,21897,309.30019365692357
101.6,大內區,10585,150.54222222222222
101.6,佳里區,59247,1521.4086517967655
101.6,學甲區,27447,508.35403088241014
101.6,西港區,25015,740.8208110973567
101.6,七股區,24386,221.39062290057487
101.6,將軍區,21115,502.98240097571204
101.6,北門區,12148,275.4629787098954
101.6,新化區,43959,708.3546172203701
101.6,善化區,44215,799.4076988304041
101.6,新市區,35100,734.1621766339814
101.6,安定區,30267,967.9245283018868
101.6,山上區,7724,277.06435181863833
101.6,玉井區,15139,198.24215425148822
101.6,楠西區,10346,94.3706011770329
101.6,南化區,8789,51.24189743691399
101.6,左鎮區,5324,71.07906945696071
101.6,仁德區,70654,1391.7472974250686
101.6,歸仁區,66359,1189.4148370803334
101.6,關廟區,35432,660.5358184831464
101.6,龍崎區,4294,67.00852353413002
101.6,永康區,222494,5524.328806985919
101.6,東區,193610,14431.706371686694
101.6,南區,126102,4624.5246276784965
101.6,北區,132138,12664.174813110983
101.6,安南區,181263,1690.8609572991447
101.6,安平區,63991,5782.510866323884
101.6,中西區,78718,12574.760383386581
101.5,總計,1878314,857.0307043573639
101.5,新營區,78651,2040.8369790288177
101.5,鹽水區,26789,512.7522944559819
101.5,白河區,30771,243.4325965985415
101.5,柳營區,22288,363.6310241479845
101.5,後壁區,25371,351.3069293495193
101.5,東山區,22621,181.08708286569248
101.5,麻豆區,45526,843.4739432027035
101.5,下營區,25717,767.0053774184216
101.5,六甲區,23409,346.55817940370497
101.5,官田區,21882,309.0883151847651
101.5,大內區,10598,150.7271111111111
101.5,佳里區,59266,1521.8965543805948
101.5,學甲區,27474,508.8541058936618
101.5,西港區,25002,740.4358152730806
101.5,七股區,24393,221.4541730670763
101.5,將軍區,21156,503.9590658319756
101.5,北門區,12178,276.143246191069
101.5,新化區,43947,708.1612494138539
101.5,善化區,44174,798.666418367845
101.5,新市區,35075,733.6392691007663
101.5,安定區,30259,967.6686920370963
101.5,山上區,7717,276.8132577659803
101.5,玉井區,15148,198.36000743784552
101.5,楠西區,10359,94.48918012689771
101.5,南化區,8776,51.1661044380882
101.5,左鎮區,5330,71.1591735923367
101.5,仁德區,70656,1391.7866935610955
101.5,歸仁區,66346,1189.1818258402295
101.5,關廟區,35469,661.2255855096726
101.5,龍崎區,4299,67.08654929511528
101.5,永康區,222225,5517.649775420667
101.5,東區,193636,14433.64441396583
101.5,南區,126106,4624.67131923383
101.5,北區,132048,12655.549166187466
101.5,安南區,180994,1688.3516663930388
101.5,安平區,63951,5778.896288732458
101.5,中西區,78707,12573.003194888179
101.4,總計,1878077,856.9225668058508
101.4,新營區,78668,2041.2780952084402
101.4,鹽水區,26803,513.0202601180963
101.4,白河區,30820,243.82024071908776
101.4,柳營區,22299,363.8104902851717
101.4,後壁區,25399,351.69463949187815
101.4,東山區,22637,181.21516709388095
101.4,麻豆區,45516,843.2886701843837
101.4,下營區,25714,766.9159029022551
101.4,六甲區,23428,346.83946461061987
101.4,官田區,21891,309.2154422680602
101.4,大內區,10627,151.13955555555555
101.4,佳里區,59168,1519.3800042113696
101.4,學甲區,27491,509.16896793778324
101.4,西港區,24999,740.346970082863
101.4,七股區,24555,222.92490549182384
101.4,將軍區,21164,504.14963458441724
101.4,北門區,12198,276.59675784518475
101.4,新化區,43965,708.4513011236281
101.4,善化區,44130,797.8708978714403
101.4,新市區,35134,734.873330879154
101.4,安定區,30244,967.188999040614
101.4,山上區,7727,277.1719635554918
101.4,玉井區,15174,198.70047219843332
101.4,楠西區,10372,94.60775907676253
101.4,南化區,8782,51.20108582216164
101.4,左鎮區,5325,71.09242014619005
101.4,仁德區,70540,1389.5017176715307
101.4,歸仁區,66293,1188.2318569382683
101.4,關廟區,35487,661.5611478469016
101.4,龍崎區,4305,67.18018020829757
101.4,永康區,221933,5510.399674242029
101.4,東區,193715,14439.533080890904
101.4,南區,126125,4625.368104121666
101.4,北區,132104,12660.916235384322
101.4,安南區,180732,1685.9076730198058
101.4,安平區,63859,5770.582760272177
101.4,中西區,78754,12580.511182108627
101.3,總計,1877778,856.7861401058407
101.3,新營區,78601,2039.5395785005162
101.3,鹽水區,26839,513.7093146778192
101.3,白河區,30857,244.11295158562268
101.3,柳營區,22329,364.2999433865912
101.3,後壁區,25402,351.7361798642737
101.3,東山區,22663,181.42330396468716
101.3,麻豆區,45554,843.9927076539989
101.3,下營區,25741,767.721173547754
101.3,六甲區,23452,347.1947722404071
101.3,官田區,21897,309.30019365692357
101.3,大內區,10634,151.2391111111111
101.3,佳里區,59166,1519.328646044651
101.3,學甲區,27509,509.5023512786177
101.3,西港區,24999,740.346970082863
101.3,七股區,24606,223.38791384776286
101.3,將軍區,21173,504.36402443091407
101.3,北門區,12223,277.1636474128294
101.3,新化區,43962,708.4029591719991
101.3,善化區,44110,797.5092976458018
101.3,新市區,35102,734.2040092366386
101.3,安定區,30247,967.2849376399105
101.3,山上區,7743,277.7458928187101
101.3,玉井區,15176,198.7266617954016
101.3,楠西區,10395,94.81755260344644
101.3,南化區,8803,51.32352066641869
101.3,左鎮區,5340,71.29268048463001
101.3,仁德區,70455,1387.8273818903842
101.3,歸仁區,66260,1187.6403668672356
101.3,關廟區,35502,661.8407831279256
101.3,龍崎區,4298,67.07094414291822
101.3,永康區,221613,5502.4543578818775
101.3,東區,193771,14443.707325799816
101.3,南區,126159,4626.614982342004
101.3,北區,132120,12662.44968372628
101.3,安南區,180508,1683.818151967881
101.3,安平區,63812,5766.335631602252
101.3,中西區,78757,12580.990415335464
101.2,總計,1877397,856.6122987255602
101.2,新營區,78521,2037.463737655234
101.2,鹽水區,26869,514.2835268109216
101.2,白河區,30891,244.38192913865475
101.2,柳營區,22352,364.67519076434627
101.2,後壁區,25465,352.60852768458113
101.2,東山區,22685,181.5994197784463
101.2,麻豆區,45578,844.4373628979664
101.2,下營區,25756,768.1685461285869
101.2,六甲區,23454,347.224381209556
101.2,官田區,21950,310.0488309252168
101.2,大內區,10655,151.5377777777778
101.2,佳里區,59171,1519.457041461448
101.2,學甲區,27559,510.428416114269
101.2,西港區,25032,741.3242671752561
101.2,七股區,24615,223.46962120469328
101.2,將軍區,21186,504.6736986536318
101.2,北門區,12237,277.48110557071044
101.2,新化區,43979,708.676896897897
101.2,善化區,44044,796.3160169011945
101.2,新市區,35076,733.660185402095
101.2,安定區,30244,967.188999040614
101.2,山上區,7752,278.0687280292704
101.2,玉井區,15205,199.10641095144186
101.2,楠西區,10412,94.9726173840389
101.2,南化區,8808,51.352671819813224
101.2,左鎮區,5355,71.49294082306999
101.2,仁德區,70379,1386.3303287213591
101.2,歸仁區,66206,1186.6724740237278
101.2,關廟區,35526,662.2881995775643
101.2,龍崎區,4312,67.28941627367692
101.2,永康區,221262,5493.739338999337
101.2,東區,193751,14442.216524046633
101.2,南區,126145,4626.101561898336
101.2,北區,132119,12662.353843204908
101.2,安南區,180357,1682.4095909016282
101.2,安平區,63695,5755.76299214733
101.2,中西區,78794,12586.900958466455
101.1,總計,1877115,856.4836287275573
101.1,新營區,78467,2036.0625450846683
101.1,鹽水區,26892,514.7237561129666
101.1,白河區,30907,244.50850681066987
101.1,柳營區,22412,365.6540969671854
101.1,後壁區,25537,353.60549662207535
101.1,東山區,22727,181.93564087744102
101.1,麻豆區,45593,844.7152724254461
101.1,下營區,25788,769.1229409676968
101.1,六甲區,23491,347.7721471388113
101.1,官田區,21953,310.0912066196485
101.1,大內區,10666,151.6942222222222
101.1,佳里區,59148,1518.866422544181
101.1,學甲區,27583,510.8729272353816
101.1,西港區,25061,742.1831040140257
101.1,七股區,24630,223.60580013291064
101.1,將軍區,21226,505.6265424158401
101.1,北門區,12249,277.7532125631799
101.1,新化區,44012,709.2086583658165
101.1,善化區,44012,795.7374565401728
101.1,新市區,35046,733.0326963622368
101.1,安定區,30251,967.4128557723058
101.1,山上區,7754,278.1404691871727
101.1,玉井區,15220,199.30283292870405
101.1,楠西區,10438,95.20977528376854
101.1,南化區,8829,51.47510666407027
101.1,左鎮區,5348,71.39948599846467
101.1,仁德區,70288,1384.5378045321315
101.1,歸仁區,66168,1185.9913642449628
101.1,關廟區,35568,663.0711783644318
101.1,龍崎區,4313,67.30502142587396
101.1,永康區,220969,5486.464408707074
101.1,東區,193787,14444.899967202362
101.1,南區,126183,4627.495131674007
101.1,北區,132062,12656.890933486678
101.1,安南區,180117,1680.1708183459948
101.1,安平區,63662,5752.780965634403
101.1,中西區,78758,12581.15015974441
100.12,總計,1876960,856.4129058563145
100.12,新營區,78473,2036.2182331480644
100.12,鹽水區,26891,514.7046157085299
100.12,白河區,30947,244.8249509907076
100.12,柳營區,22443,366.15986517198564
100.12,後壁區,25569,354.04859392762836
100.12,東山區,22771,182.28787250495927
100.12,麻豆區,45609,845.0117092547578
100.12,下營區,25803,769.5703135485295
100.12,六甲區,23509,348.0386278611517
100.12,官田區,21965,310.26070939737525
100.12,大內區,10674,151.808
100.12,佳里區,59155,1519.046176127697
100.12,學甲區,27583,510.8729272353816
100.12,西港區,25069,742.4200245212726
100.12,七股區,24649,223.77829344198597
100.12,將軍區,21261,506.46028070777237
100.12,北門區,12254,277.8665904767088
100.12,新化區,44023,709.3859121884564
100.12,善化區,43995,795.4300963483802
100.12,新市區,35035,732.8026170476222
100.12,安定區,30263,967.7966101694915
100.12,山上區,7757,278.2480809240261
100.12,玉井區,15223,199.34211732415648
100.12,楠西區,10445,95.2736254875419
100.12,南化區,8840,51.539239201538244
100.12,左鎮區,5359,71.54634357998731
100.12,仁德區,70232,1383.4347127233762
100.12,歸仁區,66104,1184.8442319859907
100.12,關廟區,35593,663.5372371661388
100.12,龍崎區,4311,67.27381112147987
100.12,永康區,220825,5482.889016345005
100.12,東區,193782,14444.527266764066
100.12,南區,126129,4625.514795677
100.12,北區,132098,12660.341192256086
100.12,安南區,179987,1678.95814987836
100.12,安平區,63593,5746.545819289193
100.12,中西區,78741,12578.434504792333
100.11,總計,1876706,856.2970116027942
100.11,新營區,78442,2035.4138448205174
100.11,鹽水區,26899,514.8577389440239
100.11,白河區,30996,245.21259511125385
100.11,柳營區,22455,366.3556464125535
100.11,後壁區,25596,354.4224572791887
100.11,東山區,22782,182.37593041183882
100.11,麻豆區,45601,844.8634908401019
100.11,下營區,25840,770.6738325812503
100.11,六甲區,23524,348.2606951297687
100.11,官田區,21986,310.5573392583971
100.11,大內區,10691,152.0497777777778
100.11,佳里區,59196,1520.099018545434
100.11,學甲區,27602,511.2248318729291
100.11,西港區,25079,742.716175155331
100.11,七股區,24655,223.83276501327293
100.11,將軍區,21280,506.9128814948213
100.11,北門區,12252,277.82123931129723
100.11,新化區,44032,709.5309380433434
100.11,善化區,43990,795.3396962919705
100.11,新市區,35005,732.1751280077641
100.11,安定區,30284,968.4681803645667
100.11,山上區,7757,278.2480809240261
100.11,玉井區,15224,199.35521212264064
100.11,楠西區,10453,95.34659714899718
100.11,南化區,8804,51.32935089709759
100.11,左鎮區,5369,71.67985047228063
100.11,仁德區,70152,1381.858867282297
100.11,歸仁區,66072,1184.2706658565046
100.11,關廟區,35653,664.6557782902353
100.11,龍崎區,4324,67.47667810004151
100.11,永康區,220606,5477.451440461027
100.11,東區,193645,14434.315274754763
100.11,南區,126189,4627.715169007008
100.11,北區,132129,12663.312248418631
100.11,安南區,179858,1677.754809629707
100.11,安平區,63557,5743.29269945691
100.11,中西區,78727,12576.198083067093
100.10,總計,1876312,856.1172386268612
100.10,新營區,78394,2034.1683403133482
100.10,鹽水區,26937,515.5850743126202
100.10,白河區,31023,245.42619493277934
100.10,柳營區,22469,366.5840578598826
100.10,後壁區,25605,354.5470783963754
100.10,東山區,22811,182.60808307543041
100.10,麻豆區,45614,845.1043457639176
100.10,下營區,25860,771.270329355694
100.10,六甲區,23530,348.34952203721554
100.10,官田區,22009,310.8822195823734
100.10,大內區,10702,152.2062222222222
100.10,佳里區,59210,1520.458525712466
